text,label
"Aight no rush, I'll ask jay",ham
"Princess, is your kitty shaved or natural?",ham
Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,ham
K.:)do it at evening da:)urgent:),ham
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",ham
My exam is for february 4. Wish you a great day.,ham
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",ham
Waaaat?? Lololo ok next time then!,ham
"Hiya, probably coming home * weekend after next",ham
In xam hall boy asked girl Tell me the starting term for dis answer I can den manage on my own After lot of hesitation n lookin around silently she said THE! intha ponnungale ipaditan;),ham
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam
ringtoneking 84484,spam
Please CALL 08712402779 immediately as there is an urgent message waiting for you,spam
Its a great day. Do have yourself a beautiful one.,ham
"Looks like you found something to do other than smoke, great job!",ham
"Enjoy the showers of possessiveness poured on u by ur loved ones, bcoz in this world of lies, it is a golden gift to be loved truly..",ham
My uncles in Atlanta. Wish you guys a great semester.,ham
"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",spam
Thanks  and ! Or bomb and date as my phone wanted to say!,ham
;-) ok. I feel like john lennon.,ham
Mm that time you dont like fun,ham
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam
Where can download clear movies. Dvd copies.,ham
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,ham
"I can't right this second, gotta hit people up first",ham
Your dad is back in ph?,ham
Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,ham
"Nothing really, just making sure everybody's up to speed",ham
Ok both our days. So what are you making for dinner tonite? Am I invited?,ham
Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,spam
It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,ham
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL,spam
LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,spam
Where is it. Is there any opening for mca.,ham
If you're thinking of lifting me one then no.,ham
Ok... Then r we meeting later?,ham
I've been trying to reach him without success,ham
When i have stuff to sell i.ll tell you,ham
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,ham
Me fine..absolutly fine,ham
No de. But call me after some time. Ill tell you k,ham
Ok lor then we go tog lor...,ham
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,ham
"Tunde, how are you doing. This is just wishing you a great day. Abiola.",ham
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham
Bought one ringtone and now getting texts costing 3 pound offering more tones etc,spam
So now my dad is gonna call after he gets out of work and ask all these crazy questions.,ham
We r outside already.,ham
LMAO where's your fish memory when I need it?,ham
Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam
Sorry da. I gone mad so many pending works what to do.,ham
None of that's happening til you get here though,ham
Hey i will be late ah... Meet you at 945+,ham
Oh k. . I will come tomorrow,ham
I surely dont forgot to come:)i will always be in touch in with you:-),ham
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham
"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",ham
How? Izzit still raining?,ham
This single single answers are we fighting? Plus i said am broke and you didnt reply,ham
"Sorry, I'll call later",ham
Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.,ham
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham
Much better now thanks lol,ham
Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,ham
"Hi Chikku, send some nice msgs",ham
"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",spam
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",spam
Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030,spam
I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,ham
And how's your husband.,ham
How do you plan to manage that,ham
"I'm back, lemme know when you're ready",ham
Shopping? Eh ger i toking abt syd leh...Haha,ham
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,ham
"I shall book chez jules for half eight, if that's ok with you?",ham
Id have to check but there's only like 1 bowls worth left,ham
She went to attend another two rounds today..but still did't reach home..,ham
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,ham
Yup...,ham
Ok... But bag again..,ham
I hope your pee burns tonite.,ham
No need to say anything to me. I know i am an outsider,ham
"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk.",spam
Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,ham
"Tick, tick, tick ... Babe",ham
"Uncle G, just checking up on you. Do have a rewarding month",ham
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),ham
Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,ham
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
Carlos'll be here in a minute if you still need to buy,ham
I didn't get the second half of that message,ham
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,spam
Howz that persons story,ham
Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,ham
Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,ham
There are many company. Tell me the language.,ham
"Omw back to tampa from west palm, you hear what happened?",ham
Sac will score big hundred.he is set batsman:-),ham
ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,ham
Thats cool! I am a gentleman and will treat you with dignity and respect.,ham
I sent your maga that money yesterday oh.,ham
"Nope. Since ayo travelled, he has forgotten his guy",ham
:),ham
Just wait till end of march when el nino gets himself. Oh.,ham
I'm serious. You are in the money base,ham
"I call you later, don't have network. If urgnt, sms me.",ham
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,ham
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,spam
Hey tmr maybe can meet you at yck,ham
Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,ham
And pls pls drink plenty plenty water,ham
Will do. Have a good day,ham
Dunno da next show aft 6 is 850. Toa payoh got 650.,ham
I keep ten rs in my shelf:) buy two egg.,ham
Ok k..sry i knw 2 siva..tats y i askd..,ham
Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,ham
First answer my question.,ham
K:)i will give my kvb acc details:),ham
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
Ok i also wan 2 watch e 9 pm show...,ham
I think chennai well settled?,ham
"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",ham
Lolnice. I went from a fish to ..water.?,ham
Yes. I come to nyc for audiitions and am trying to relocate.,ham
Shall i come to get pickle,ham
Apart from the one i told you about yesterday?,ham
Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,ham
Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,ham
It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.,ham
Oh yah... We never cancel leh... Haha,ham
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",spam
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,ham
Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,spam
I'm in office now da:)where are you?,ham
S.this will increase the chance of winning.,ham
"When you just put in the + sign, choose my number and the pin will show. Right?",ham
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham
Hey... are you going to quit soon? Xuhui and i working till end of the month,ham
FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,spam
"Jay told me already, will do",ham
08714712388 between 10am-7pm Cost 10p,spam
I'm good. Have you registered to vote?,ham
"Goodmorning, today i am late for 2hrs. Because of back pain.",ham
I've not sent it. He can send me.,ham
"Aight, I'll ask a few of my roommates",ham
No:-)i got rumour that you going to buy apartment in chennai:-),ham
sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP,spam
"Dude. What's up. How Teresa. Hope you have been okay. When i didnt hear from these people, i called them and they had received the package since dec  &lt;#&gt; . Just thot you'ld like to know. Do have a fantastic year and all the best with your reading. Plus if you can really really Bam first aid for Usmle, then your work is done.",ham
Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,ham
I thk 50 shd be ok he said plus minus 10.. Did ü leave a line in between paragraphs?,ham
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham
Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,ham
"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham
"Kate jackson rec center before 7ish, right?",ham
Im just wondering what your doing right now?,ham
K.:)you are the only girl waiting in reception ah?,ham
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham
Cool. Do you like swimming? I have a pool and jacuzzi at my house.,ham
"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",spam
"Yes, princess. Toledo.",ham
You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?,ham
You have 1 new voicemail. Please call 08719181513.,spam
"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",ham
K.i did't see you.:)k:)where are you now?,ham
We're done...,ham
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham
Just do what ever is easier for you,ham
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",ham
The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,ham
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",ham
Missing you too.pray inshah allah,ham
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),ham
No he didn't. Spring is coming early yay!,ham
"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",ham
Ü still got lessons?  Ü in sch?,ham
A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
What year. And how many miles.,ham
I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,ham
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham
I am not having her number sir,ham
"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",spam
"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",ham
Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,ham
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham
Is ur lecture over?,ham
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),ham
"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",ham
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",ham
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham
Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.,ham
#ERROR!,spam
Am i that much dirty fellow?,ham
No da..today also i forgot..,ham
Ü only send me the contents page...,ham
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!",ham
Pick you up bout 7.30ish? What time are  and that going?,ham
I'm at work. Please call,ham
"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",ham
Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,ham
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",ham
Hi dude hw r u da realy mising u today,ham
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,spam
Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,ham
Apps class varaya elaya.,ham
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p",spam
"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",ham
I to am looking forward to all the sex cuddling.. Only two more sleeps,ham
"Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U... Gud nyt...",ham
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham
You see the requirements please,ham
No:-)i got rumour that you going to buy apartment in chennai:-),ham
Gam gone after outstanding innings.,ham
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,spam
Yeah get the unlimited,ham
"Are you being good, baby? :)",ham
Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,ham
My phone,ham
"I've got  &lt;#&gt; , any way I could pick up?",ham
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,spam
No problem baby. Is this is a good time to talk? I called and left a message.,ham
"Alright omw, gotta change my order to a half8th",ham
Cos i want it to be your thing,ham
I.ll get there tomorrow and send it to you,ham
I wonder if you'll get this text?,ham
Have a good evening! Ttyl,ham
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,ham
"Night night, see you tomorrow",ham
Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,ham
GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,spam
Alright i have a new goal now,ham
Boy you best get yo ass out here quick,ham
500 free text msgs. Just text ok to 80488 and we'll credit your account,spam
Oh... Okie lor...We go on sat...,ham
I just really need shit before tomorrow and I know you won't be awake before like 6,ham
Went to ganesh dress shop,ham
I will reach ur home in  &lt;#&gt;  minutes,ham
I'm aight. Wat's happening on your side.,ham
Dont gimme that lip caveboy,ham
So are you guys asking that i get that slippers again or its gone with last year,ham
Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,ham
And now electricity just went out fml.,ham
K then 2marrow are you coming to class.,ham
&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ham
How are you. Just checking up on you,ham
No my mum went 2 dentist.,ham
You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,spam
"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",ham
Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu,ham
With my sis lor... We juz watched italian job.,ham
K...k...when will you give treat?,ham
"whatever, im pretty pissed off.",ham
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201,spam
"Aight, let me know when you're gonna be around usf",ham
Now i'm going for lunch.,ham
todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,spam
U reach orchard already? U wan 2 go buy tickets first?,ham
Thank You meet you monday,ham
Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;,ham
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam
Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,spam
Were trying to find a Chinese food place around here,ham
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,ham
Just glad to be talking to you.,ham
She doesnt need any test.,ham
"Ya, told..she was asking wats matter?",ham
Some are lasting as much as 2 hours. You might get lucky.,ham
I am going to film 2day da. At 6pm. Sorry da.,ham
Aiyah e rain like quite big leh. If drizzling i can at least run home.,ham
I'm at home. Please call,ham
"Babe, I need your advice",ham
Ok leave no need to ask,ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam
"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",ham
What are youdoing later? Sar xxx,ham
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam
Are you planning to come chennai?,ham
Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,ham
Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,ham
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,spam
"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",ham
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,spam
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",ham
After the drug she will be able to eat.,ham
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",ham
Now am free call me pa.,ham
Gud ni8.swt drms.take care,ham
"Yes, my reg is  Ciao!",ham
Minimum walk is 3miles a day.,ham
But my family not responding for anything. Now am in room not went to home for diwali but no one called me and why not coming. It makes me feel like died.,ham
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",ham
"life alle mone,eppolum oru pole allalo",ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
"accordingly. I repeat, just text the word ok on your mobile phone and send",spam
"SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP...",ham
Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,ham
"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",ham
"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",ham
Just come home. I don't want u to be miserable,ham
Hope youre not having too much fun without me!! see u tomorrow love jess x,ham
You will go to walmart. I.ll stay.,ham
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",ham
Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),ham
Yup. Thk of u oso boring wat.,ham
Hi Princess! Thank you for the pics. You are very pretty. How are you?,ham
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
Prabha..i'm soryda..realy..frm heart i'm sory,ham
I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,ham
You tell what happen dont behave like this to me. Ok no need to say,ham
S but mostly not like that.,ham
"I just got home babe, are you still awake ?",ham
Carry on not disturbing both of you,ham
Not a drop in the tank,ham
1's reach home call me.,ham
"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",ham
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,ham
So how many days since then?,ham
You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,ham
Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,ham
Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,spam
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham
"Vikky, come around  &lt;TIME&gt; ..",ham
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam
Ranjith cal drpd Deeraj and deepak 5min hold,ham
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham
Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),ham
26th OF JULY,ham
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",ham
"Nah I don't think he goes to usf, he lives around here though",ham
Ok,ham
He telling not to tell any one. If so treat for me hi hi hi,ham
Ok...,ham
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,ham
U 2.,ham
"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",ham
Match started.india  &lt;#&gt;  for 2,ham
Quite lor. But dun tell him wait he get complacent...,ham
Yeah I don't see why not,ham
Ok... Help me ask if she's working tmr a not?,ham
I'm always looking for an excuse to be in the city.,ham
Waiting for your call.,ham
Where are you call me.,ham
"It‘s £6 to get in, is that ok?",ham
Lol I would but despite these cramps I like being a girl.,ham
No da if you run that it activate the full version da.,ham
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",ham
How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,ham
"Haha yeah I see that now, be there in a sec",ham
"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",ham
"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",ham
Man this bus is so so so slow. I think you're gonna get there before me,ham
Pls go there today  &lt;#&gt; . I dont want any excuses,ham
V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),ham
Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?,ham
O we cant see if we can join denis and mina? Or does denis want alone time,ham
And by when you're done I mean now,ham
at bruce b downs &amp; fletcher now,ham
"That's very rude, you on campus?",ham
Left dessert. U wan me 2 go suntec look 4 u?,ham
I think the other two still need to get cash but we can def be ready by 9,ham
Yeah. I got a list with only u and Joanna if I'm feeling really anti social,ham
"Probably gonna be here for a while, see you later tonight &lt;)",ham
